Hunt and Sons;klewis;167.233.105.160;790;1.13.8;2018-06-17
Flores, Gonzales and Rogers;ryanguerrero;51.89.119.26;450;1.18.8;2014-09-26
Wong-Gonzalez;johnbrennan;151.156.213.184;360;1.18.8;2017-02-20
Morrison-Miller;webermichael;112.210.5.50;680;1.12.9;2012-07-07
Evans, Mcdowell and Logan;garciajamie;74.238.69.199;290;1.13.4;2020-03-20
Torres, Torres and Garcia;terrellmichelle;77.69.73.81;960;1.10.2;2019-03-13
Meyer-Reynolds;livingstonchristopher;202.191.157.223;510;1.17.1;2021-08-06
Rogers-Ramirez;wwilson;180.136.92.48;1000;1.15.2;2016-02-22
Brown, Nelson and Pruitt;qcabrera;58.26.33.150;480;1.12.1;2021-06-05
Anderson, Moore and Velez;michellehernandez;204.189.73.171;380;1.16.7;2019-10-08
Hernandez, Young and Hall;milesamber;62.130.220.68;420;1.18.9;2011-12-20
Brown-Miller;marymorales;139.220.121.56;350;1.14.4;2021-06-30
Shelton Ltd;nweaver;21.226.84.182;410;1.13.4;2016-07-31
Rodriguez-Wade;loribrown;62.169.216.43;730;1.17.2;2016-02-03
Carroll, Cox and Bishop;hperez;123.152.16.251;80;1.10.3;2020-10-19
Aguilar, Ibarra and Mcintosh;sullivanjay;218.171.151.48;570;1.14.6;2021-01-25
Miller Ltd;sharonmoore;103.12.47.9;590;1.10.6;2019-08-29
Mosley PLC;tyler31;136.192.135.5;220;1.16.4;2018-07-30
Watkins LLC;edwardscynthia;31.239.24.55;970;1.13.0;2012-07-27
Floyd-Barber;larsenrebecca;188.216.223.133;140;1.16.2;2014-04-15
Rivers PLC;rmoore;80.150.140.148;880;1.10.6;2012-04-18
Rogers, Day and Diaz;henrydanielle;70.55.64.228;450;1.16.0;2018-02-26
Hartman Group;thomasthomas;34.213.116.60;860;1.12.4;2014-06-10
Schultz-Greene;ilandry;29.53.151.86;650;1.17.7;2018-08-11
Poole-Smith;allison30;61.188.83.188;20;1.15.3;2021-10-30
Zavala LLC;jennifer32;15.155.157.182;420;1.10.6;2014-02-26
Lee PLC;kristina03;73.66.169.59;780;1.11.6;2018-08-21
Sanchez Group;erinberg;53.223.117.232;820;1.14.6;2019-05-24
Klein, Collins and Reyes;brittney99;139.51.116.60;790;1.19.7;2020-02-07
Harrison PLC;edwardsjennifer;206.203.159.156;980;1.15.1;2014-09-14
Rhodes LLC;kellyluna;70.88.52.240;630;1.16.2;2014-02-14
Knapp, Nelson and Mason;brandybryant;11.203.185.123;270;1.11.9;2015-08-07
Smith, Jones and Hooper;wendy45;40.232.131.6;600;1.11.6;2021-06-09
Barker, Landry and Franco;frazierjohn;92.231.124.32;50;1.16.3;2012-08-15
Beasley-Herrera;hernandezkaitlin;187.69.4.251;410;1.13.0;2018-09-08
Pena, Campbell and Cruz;johnmiller;45.224.163.253;880;1.10.0;2019-11-17
Parks-Reyes;brittneyschultz;121.95.126.223;470;1.15.8;2012-08-21
Vargas, Black and Bowman;karen56;9.108.195.47;740;1.13.8;2015-05-31
Jordan, Phillips and Moore;davidsontonya;168.13.200.39;690;1.10.4;2015-03-10
Walter Inc;tiffanyromero;209.251.51.103;260;1.15.8;2021-09-08
Reynolds-Carlson;adrian72;62.65.213.133;750;1.11.5;2014-08-13
Montgomery, Miller and Smith;amy88;43.109.217.0;400;1.15.4;2019-02-13
Anderson, Baker and Avery;alyssajackson;135.44.118.5;720;1.16.8;2018-01-05
Garcia LLC;williephillips;59.110.101.115;40;1.14.2;2014-10-04
Woods-Conway;cramsey;35.120.47.131;290;1.16.1;2017-07-31
Martin-Freeman;edwarddunn;175.93.32.33;960;1.16.5;2020-12-25
White-Hill;maria74;130.212.206.17;770;1.15.8;2020-01-22
Shepard-Cooley;umaldonado;89.253.157.133;270;1.15.9;2014-06-29
Sullivan-Hill;myersrachael;50.39.15.8;610;1.12.7;2013-02-04
Harris, Morales and Holder;dhess;201.24.197.43;760;1.12.2;2020-01-14
Perez-Young;juliamendoza;68.79.165.67;980;1.11.4;2013-02-18
Delacruz, Cummings and Barker;orangel;7.206.228.240;380;1.15.5;2013-07-23
Williams, Pratt and Hill;rmendez;14.129.94.179;440;1.12.9;2018-10-26
Lopez-Hoffman;dcole;46.185.107.68;590;1.10.5;2020-09-14
Mitchell-Tucker;kaitlin84;211.121.77.229;980;1.19.2;2015-04-30
James-Gomez;vmayo;122.3.93.246;170;1.19.2;2020-08-01
Smith LLC;acollier;51.24.245.39;60;1.16.0;2014-04-22
Davenport-Morrow;ahall;9.14.3.156;840;1.18.8;2014-11-21
Glenn-Rocha;ulee;116.95.167.147;570;1.10.6;2014-04-07
Gregory-Santos;schapman;157.197.63.152;840;1.10.3;2017-10-09
Lopez, Mitchell and Johnson;tcook;83.249.94.168;610;1.15.3;2019-03-29
Curtis, Payne and Kim;brianjones;109.147.66.130;790;1.18.5;2020-06-08
Williams Group;qmcmillan;105.96.222.9;960;1.17.9;2021-04-17
Grant-Hamilton;billyhammond;164.135.33.188;380;1.14.5;2018-02-17
Wall LLC;igordon;116.203.242.106;390;1.14.8;2012-09-15
Padilla and Sons;maria32;2.58.139.170;660;1.16.8;2014-04-23
Henry, Booth and Pope;jamesjerry;161.139.142.101;960;1.13.2;2015-01-21
Johnson-Bell;stephaniepeterson;49.71.245.232;980;1.13.1;2012-06-17
Cox-Williams;robert50;158.214.73.35;710;1.19.6;2013-12-08
Hutchinson PLC;christopher36;13.186.20.101;980;1.11.5;2015-04-23
Harris, Watkins and Morgan;james91;1.149.118.181;650;1.13.4;2019-03-31
Perkins-Boone;spearsjoseph;130.38.44.106;60;1.14.0;2014-01-27
Kaufman, Stewart and Saunders;william75;152.182.225.250;720;1.15.7;2014-10-17
Richardson, Villanueva and Mccoy;qwhite;81.170.32.5;260;1.10.6;2015-02-26
Davis, Parrish and Oneill;luispowers;100.250.40.157;310;1.16.6;2021-02-05
West-Rivera;edward30;122.199.228.169;30;1.10.5;2018-08-28
Olsen-Frye;craig07;223.46.196.168;840;1.17.2;2012-05-26
Giles, Boyle and James;hhurley;84.119.241.68;820;1.15.9;2013-02-14
Myers-Calhoun;alexander48;203.230.210.123;800;1.11.4;2019-09-09
Francis-Mitchell;powellmichael;36.251.191.0;920;1.16.7;2012-10-03
Underwood-Robinson;camposphillip;131.75.116.109;540;1.13.7;2012-07-01
Dawson, Montgomery and Duarte;andradeethan;105.18.143.198;330;1.19.1;2021-07-13
Duffy-Kelley;brandonjones;83.18.28.175;790;1.15.3;2014-10-14
Villegas-Foster;hstevenson;115.186.57.0;150;1.18.2;2012-12-06
Little Ltd;jacob22;138.151.138.162;980;1.19.6;2021-10-22
Johnson-Moore;hoganpeter;128.170.5.55;760;1.11.5;2015-07-07
Pennington-Malone;hernandezbreanna;199.156.89.31;210;1.18.2;2019-04-20
Valenzuela, Patrick and Sampson;riveracharles;19.164.220.83;70;1.15.4;2012-10-14
Ruiz-Ross;jeffrey06;35.219.199.138;750;1.12.2;2016-07-20
Mccall, Baker and Robinson;stephen88;220.79.181.47;450;1.18.2;2014-11-22
Mathis LLC;bbeck;204.94.100.185;220;1.14.3;2016-01-15
King, Kemp and Dunn;wgarcia;124.13.85.6;100;1.13.6;2014-02-12
Hughes and Sons;sarahmiller;212.34.82.93;90;1.18.7;2020-03-01
Baker Group;andrew09;107.20.50.54;660;1.12.0;2019-06-20
Curry-Lopez;brentgrimes;213.185.71.165;510;1.17.8;2012-03-08
Watson-Lin;nealkimberly;19.173.203.113;320;1.17.2;2020-07-17
King, Nelson and Schneider;kelleyalexandria;205.108.19.253;260;1.10.3;2017-02-21
Duran-Orozco;hannahnixon;16.228.43.7;710;1.17.0;2017-02-13
Knight-Farmer;amybaker;74.244.48.10;80;1.11.1;2013-01-29
Moore-Cline;natalieharris;170.101.152.213;140;1.11.7;2014-04-28
Harris-Holt;michaeljohnson;111.123.83.132;990;1.12.3;2020-08-01
Heath, Holt and Knight;pflores;120.209.168.195;960;1.17.6;2017-04-01
Villegas-Page;danawood;198.101.13.140;670;1.14.4;2017-03-19
Wang Ltd;josephgriffith;124.101.37.212;950;1.11.5;2017-03-25
Spears PLC;john81;6.116.86.168;990;1.10.8;2015-03-15
Miller-Garcia;christopherbrooks;23.64.91.189;960;1.11.7;2021-10-27
Erickson-Peterson;smithchristopher;1.168.217.20;840;1.14.3;2018-05-17
Walker-Parks;bkoch;80.113.4.59;380;1.16.4;2020-01-28
Edwards Ltd;nancy62;128.113.116.165;920;1.16.2;2016-04-12
Knapp, Lambert and Barton;hholloway;58.23.226.64;270;1.14.7;2013-07-02
Little, Oliver and Jackson;christopherbrown;217.9.252.148;890;1.15.5;2017-12-16
Hanson Inc;sdoyle;76.165.249.109;150;1.16.2;2019-11-25
Frank, Owens and Murphy;ryan41;90.186.49.205;950;1.12.6;2015-06-29
Hernandez-Baxter;umorris;14.79.230.183;220;1.11.7;2020-04-06
Merritt-Nguyen;jefferyharvey;38.187.255.194;270;1.17.4;2020-01-05
Shaw-Williams;frankgarcia;115.89.219.84;830;1.10.4;2012-06-18
Duffy-Valdez;ryanrojas;70.244.225.72;490;1.17.0;2012-09-12
Hall Group;pandrade;124.219.15.79;990;1.16.5;2016-09-20
Lopez Inc;flemingjames;87.1.105.32;120;1.19.8;2021-10-09
Haynes, Brown and Harris;qlittle;51.29.98.191;940;1.15.3;2011-11-28
Lee, Mendoza and Murphy;jmckenzie;57.204.28.226;580;1.16.6;2016-06-18
Crawford, Harris and Rogers;todd15;173.115.254.44;870;1.11.7;2016-04-24
Baker, Wright and Li;drose;79.126.252.15;350;1.12.7;2021-03-21
Levine and Sons;sabrinakim;145.85.35.32;450;1.13.9;2021-09-17
Chen Inc;jamieoconnor;112.142.41.15;530;1.19.6;2013-10-16
Wright Group;hthomas;211.183.102.17;510;1.16.7;2018-06-13
Clayton, Figueroa and Shaw;hpatterson;211.77.1.86;200;1.11.3;2021-08-05
Snyder, Garcia and Fisher;powellstefanie;179.142.125.72;200;1.12.7;2019-02-04
Adams-Campbell;misty96;42.181.161.183;750;1.16.3;2013-08-26
Schaefer-Brown;nicolejohnson;46.250.97.107;830;1.10.8;2015-08-14
Richardson, Gilmore and Todd;jonesmatthew;176.242.35.139;810;1.15.1;2016-12-21
Miller, Parsons and Burton;mrios;223.241.127.152;190;1.13.2;2016-03-05
Burch-Day;lbanks;54.178.183.249;500;1.15.1;2017-02-08
Nelson, Watson and Davis;fthomas;72.229.250.63;280;1.14.1;2019-11-05
Campbell-Porter;april18;140.41.5.118;960;1.16.5;2013-05-22
Meyer Group;williamsjennifer;69.245.107.203;950;1.18.1;2016-05-27
Lopez-Massey;brennanjose;75.188.0.253;260;1.14.8;2017-01-31
Walker-Smith;carriewolf;144.96.212.94;130;1.13.0;2018-12-17
Hayes-Becker;wheelersteven;128.57.227.59;50;1.14.5;2015-08-20
Mcclain, Hamilton and Manning;hillkayla;129.27.29.9;470;1.18.7;2018-08-22
Johnson, Conway and Ferrell;molly76;145.94.231.225;300;1.10.5;2020-03-14
Wilson, Miller and Johnson;qjohnson;119.40.68.234;970;1.12.2;2013-12-29
Allen-Dickson;quinnkaren;20.126.7.56;130;1.17.2;2020-11-06
Gray, Cox and Atkinson;ryancantrell;28.244.84.19;440;1.12.7;2017-10-15
Buck and Sons;william99;220.97.168.143;790;1.19.1;2020-08-10
Gill-Chambers;kinglindsey;64.95.246.194;840;1.12.6;2013-09-08
Watson LLC;efisher;198.72.78.175;660;1.14.2;2019-06-30
Gentry Inc;allenlucero;133.170.182.245;480;1.19.0;2015-07-19
Mejia-Baker;timothyshelton;49.164.168.21;210;1.10.4;2016-11-19
Jackson, Williamson and Davidson;ehines;157.190.145.188;360;1.16.9;2015-06-19
Potts, Kim and Rogers;brogers;47.8.209.152;820;1.16.0;2019-01-19
Odonnell, Lewis and Gonzalez;logansteven;159.225.233.124;180;1.19.4;2017-03-27
Salinas, Hanson and Ramirez;kennethlam;184.46.139.76;90;1.16.0;2014-05-25
Taylor, Jackson and Holmes;michaelwilliams;153.159.229.230;290;1.11.7;2018-08-03
Hall, Campbell and Griffin;lisaray;77.213.229.85;640;1.15.4;2015-06-30
Jensen-Juarez;teresabrown;222.221.160.180;170;1.12.9;2013-04-10
Cordova, Jenkins and Hayes;christopherferguson;195.36.181.17;230;1.16.9;2019-10-01
Sosa, Cherry and Zamora;melissadavis;34.250.23.216;820;1.17.1;2020-12-04
Bell, Richmond and Ryan;estradabradley;28.168.141.93;270;1.10.3;2021-09-15
Maynard-Hunter;dustin10;13.203.253.84;170;1.11.4;2014-01-04
Robinson, Martinez and Wright;craigstewart;218.39.144.196;310;1.12.8;2016-05-15
Rodriguez PLC;stacyjohnson;42.9.86.22;20;1.17.9;2012-05-18
Miller and Sons;marykelly;192.53.22.203;870;1.12.1;2018-07-15
Roberts Ltd;nconrad;52.216.231.70;580;1.11.6;2019-06-16
Underwood, Stokes and Gilmore;johnwright;22.240.92.28;460;1.19.2;2018-10-07
Johnson-Hayes;michele28;120.4.147.135;260;1.10.7;2013-07-08
Castro, Maxwell and Smith;nlee;197.248.21.216;900;1.11.4;2012-02-06
Kaiser, Lee and Castillo;veronica96;115.60.156.129;140;1.12.7;2020-12-03
Merritt, Levy and Adams;lonnie58;18.91.233.44;10;1.10.1;2019-04-10
Morgan, Miller and Brown;thomasyork;29.169.211.146;620;1.13.2;2017-07-02
Garcia Inc;carolinemyers;201.149.231.147;950;1.16.6;2014-02-26
Allen Group;eric82;78.105.20.19;620;1.16.9;2014-03-28
Boyle PLC;williamjimenez;115.124.102.237;90;1.13.4;2016-05-26
Holden, Weaver and Washington;tyler40;109.50.145.187;820;1.16.2;2013-01-03
Vargas-Compton;jenniferbrown;5.126.200.46;310;1.13.9;2012-07-07
Richardson, Page and Torres;psmith;74.40.144.7;650;1.18.3;2021-06-28
Stout Group;amanda83;128.233.60.27;320;1.16.6;2012-04-16
Stone-Carter;whoward;87.126.183.138;910;1.13.0;2012-07-22
Bean and Sons;dbartlett;83.90.22.210;590;1.18.3;2012-10-18
Knight Ltd;paul92;36.89.158.138;680;1.13.3;2017-08-16
Cooley PLC;jennifer92;12.190.248.243;640;1.17.8;2016-09-12
Wallace-Hamilton;waynemcdaniel;49.41.227.109;490;1.10.9;2012-02-25
Romero, Baker and White;collinstara;7.221.183.147;60;1.17.7;2013-07-25
Marshall LLC;wilkinsonrobert;39.151.204.41;500;1.16.5;2019-04-21
Edwards-Hughes;bryce89;208.155.110.149;780;1.13.6;2017-02-27
Williams-Macdonald;tonyaramirez;4.38.164.123;120;1.13.2;2016-05-11
Nunez-Bennett;johnnythompson;131.170.213.135;70;1.11.1;2016-03-01
Adams and Sons;delgadopatrick;194.112.194.220;720;1.16.6;2017-07-21
Holland Inc;tracylong;144.223.117.98;950;1.15.4;2013-12-21
Moore-Davis;gday;19.206.102.60;140;1.17.6;2015-11-25
Jordan-Johnson;shannon52;35.108.236.62;80;1.15.6;2014-06-22
Schmidt Ltd;mgibbs;118.163.192.177;260;1.17.3;2014-08-07
Medina PLC;josephconner;166.168.101.55;190;1.10.5;2019-01-16
Morton Group;jason45;24.31.197.206;360;1.13.5;2016-02-01
Gillespie-Donaldson;gutierrezlinda;12.139.148.193;80;1.16.1;2020-07-24
Higgins, Hernandez and Wright;john53;197.76.252.238;140;1.16.9;2017-11-21
Willis, Lindsey and Reid;crystal15;185.24.45.149;930;1.17.0;2012-12-12
Hodge, Clark and Martin;heatherdavis;143.5.244.98;760;1.17.5;2013-01-05
Cross, Webb and Williamson;george48;85.9.238.167;280;1.19.1;2021-02-14
Evans, Wilson and Patel;michael46;145.74.233.108;320;1.13.9;2017-02-18
Davis, Rhodes and Barnes;clarkejennifer;93.70.53.90;890;1.14.9;2012-11-05
Pierce, Thomas and Johnson;hickskelly;41.85.124.2;290;1.11.9;2012-06-05
Wagner, Kim and Jackson;johnjensen;159.86.222.164;800;1.12.1;2016-03-07
Russo-Perez;millertammy;79.234.112.254;340;1.10.0;2018-02-02
Alvarado-Cohen;fholmes;81.139.88.218;30;1.13.0;2012-12-14
Reyes Ltd;bensonrobert;114.215.71.96;620;1.18.8;2013-11-05
Williams-Price;umorton;56.177.9.108;20;1.13.1;2012-05-08
Greene Ltd;madelineflores;38.87.93.63;820;1.11.7;2020-09-19
Reyes-White;parkerkathy;27.79.13.113;310;1.11.7;2017-03-21
Harper-Vasquez;stacey11;21.50.56.220;750;1.17.4;2015-10-03
Mays Inc;cpatel;187.246.90.206;810;1.17.1;2017-05-01
Galvan-Hernandez;qowens;84.79.205.122;510;1.18.6;2016-12-12
Sheppard-Horne;thomasbaker;85.61.237.39;910;1.15.7;2018-07-23
Phillips-Harrell;nathan87;31.121.212.149;20;1.11.1;2017-08-18
Butler PLC;rmyers;103.230.53.156;310;1.17.6;2017-05-26
Maldonado-Hall;howellkatherine;212.120.205.122;910;1.19.5;2013-09-12
Oconnell Inc;donaldortega;80.229.17.110;770;1.12.4;2021-01-01
Phillips Inc;mwilliams;203.88.52.183;350;1.15.5;2021-02-03
Smith, Strickland and Daniels;ronaldhunter;182.195.222.61;740;1.15.1;2018-05-28
Carter, Powell and Leonard;gregoryday;98.252.81.67;590;1.13.7;2015-12-06
Morgan Group;stewartsean;150.172.128.13;420;1.12.7;2019-11-23
Henderson and Sons;deborahbrown;220.35.234.133;950;1.11.9;2015-09-17
Marshall, Galvan and Sanchez;alexislittle;82.217.42.223;630;1.12.9;2017-08-14
Garcia LLC;pmunoz;27.168.161.252;520;1.15.8;2014-03-09
Graham-Merritt;audreymyers;5.144.167.25;260;1.10.2;2019-12-26
Berry, Fischer and Potts;sylviaalvarado;119.124.217.63;850;1.17.7;2019-03-28
